"","V1","V2","V3","V4","V5","V6","V7"
"1",0.402085637039052,0.0166805824319604,0.910425758845264,-0.451782914415427,0.0013893683108339,0.000197444246053985,0.0142664439303856
"2",0.3982278344962,0.0143378339356178,0.482950580190466,-0.167224491489196,7.44505297689937e-05,0.00204304238764774,0.158202611813571
"3",0.491046951889484,0.0165289041067807,0.404640286881248,-0.0170400737735773,2.08310417445577e-05,0.0117519569832977,0.88959654832307
"4",0.497055084645001,0.0153372870333831,0.623418966834342,-0.214291084984887,7.88388499231453e-05,0.000315109452878739,0.0944015896179649
"5",0.491031082465474,0.0168087836315946,0.505010186108268,-0.126931599995613,8.04192504053203e-06,0.00140555905164776,0.283011806565427
"6",0.386836946900918,0.0172062531915147,0.346329664122875,0.0343779206779396,0.000171531845702931,0.0698949536342989,0.818290800325864
"7",0.552675841964966,0.0184295368310032,0.748321278814737,-0.216221449902112,5.40764848822127e-05,0.0002295208279393,0.146343704648313
"8",0.456040492395191,0.0147766732013036,0.678383518971956,-0.2804041394921,0.000262954369488268,0.000237328515240669,0.0414248269070452
"9",0.536901806806156,0.0143363792059464,0.499798927977977,-0.114579865872611,3.15814057247958e-05,0.000803115148320903,0.299743055950187
"10",0.440767518273534,0.0194305053205255,1.00707021130681,-0.473031410429453,0.000568377726584373,0.000125575616431282,0.015940790042221
"11",0.457539580633714,0.0150341015918583,0.519570670802271,-0.172058995022032,3.05886746302639e-05,0.000857874114444131,0.140040508974792
"12",0.429091209641909,0.0139321467617746,0.726738793839227,-0.339264228354465,0.00079941861174356,0.00017356505442865,0.0192953353637489
"13",0.458920316564243,0.0165931312738806,0.704389750361895,-0.261489797235377,0.000202496084970744,0.000450131681998123,0.0807383262112499
"14",0.585624076703265,0.014281398899423,0.486868560434271,-0.063337447098636,3.80636125056467e-05,0.00114746330879656,0.567922259261072
"15",0.438023864735915,0.0179889528386488,0.939822372271724,-0.441945312660066,0.000648366391503614,0.000132757496652136,0.0162621373121821
"16",0.408648292412044,0.0170490699942226,0.779447036732167,-0.362252588780863,0.000300588669621783,0.000285158427573484,0.0249730937848959
"17",0.401522353111369,0.0140587741656205,0.643033904243261,-0.294099177755972,0.000397145237077085,0.000375413082803896,0.0307995264563276
"18",0.476318010783356,0.0169005205063014,0.680586626605159,-0.255890907549651,6.27106713889777e-05,0.000287532835032745,0.0663615609422109
"19",0.463073669518304,0.0144732353278083,0.485402454572472,-0.139696726376313,4.15148529957186e-05,0.0014263649702513,0.220915764845602
"20",0.530209032074945,0.0178439144348546,0.770428168277329,-0.265963772511268,7.40431474994563e-05,0.00014509013447312,0.0738832096794782
"21",0.41570980848053,0.0155032138846518,0.672724875390558,-0.308063193366256,0.00015438483699705,0.000272922324058177,0.0264828810468618
"22",0.471666377627041,0.0141853034915377,0.513233895786371,-0.156326468523401,6.73603558843881e-05,0.000964704026527362,0.178504141876221
"23",0.554705231810192,0.0172000628534919,0.565088002714164,-0.130900647245046,7.44942873623326e-06,0.000541498032678186,0.277025351651337
"24",0.44787607880779,0.0176787866415117,0.853380665373378,-0.371409737305453,0.000386684079753381,0.000195203679553824,0.0297732922993955
"25",0.456939973314927,0.0159223233254956,0.559611624376254,-0.184535858540826,4.04892724989881e-05,0.000885775189581186,0.142887261978684
"26",0.407318637228007,0.0159613366588538,0.751887453935645,-0.328709124579889,0.000662854027732447,0.000457817545472473,0.041749463308069
"27",0.448060804730023,0.0184209663560654,0.860576546012299,-0.37604493302203,0.000257378339631051,0.000188554638463739,0.0287385453792938
"28",0.521307502704261,0.0168963627806423,0.522744582791875,-0.110347852413302,1.21879451484126e-05,0.00137526909535523,0.364918863838203
"29",0.466671612081939,0.0178289676100751,0.661936645409468,-0.234247345781121,4.12710841307362e-05,0.00050611707607974,0.0987026784573786
"30",0.581481164899327,0.0152254765721363,0.444187778356842,-0.0325148332462771,1.23394089858915e-05,0.00237157413014662,0.765934068158142
"31",0.551498049884021,0.014882809775607,0.440665711349608,-0.0585186029775846,1.22978935231332e-05,0.00207544343814095,0.584137098991055
"32",0.548293674375984,0.0153675201918572,0.479080949565486,-0.0807132736108442,1.47070618778723e-05,0.00144007955733584,0.470736704789615
"33",0.468267604308985,0.0186331946505297,0.559284062271923,-0.12354920683736,2.81043869861537e-05,0.00300639155551443,0.38455103264196
"34",0.461405933588403,0.0174520263052139,0.491144075735721,-0.0839915806482206,3.47559049519088e-05,0.00567700733968178,0.532955435289366
"35",0.506341600746515,0.0173567838107575,0.558835614178909,-0.134431054784831,1.85568096819039e-05,0.00122855234009372,0.297157426353079
"36",0.460590430313336,0.0181725488660037,0.836996212430368,-0.344400986519374,0.000255059027162125,0.000221447091395928,0.0411728146502042
"37",0.493763487744215,0.0152582511980039,0.439429528451916,-0.0852327565843116,1.28572816890139e-05,0.00271683038961701,0.439200340708715
"38",0.443445262735204,0.0159836807922774,0.455831791760913,-0.081401978055808,5.80111987348175e-05,0.00678488777406543,0.525049609173435
"39",0.439768149750543,0.0176688250582374,0.466516094583627,-0.0608475176056348,5.20292984987409e-05,0.010960991031568,0.664307927653106
"40",0.419048088456947,0.0158895504413778,0.593636350328632,-0.218049771925695,0.000114115232021458,0.0010501481782075,0.109749263809017
"41",0.522136537969635,0.0166103414938013,0.587556472035959,-0.158264027972959,2.63009199187773e-05,0.000603639210862419,0.212180958726682
"42",0.45972484557201,0.0121260649510687,0.40956762087763,-0.107568698849897,8.01184592700879e-05,0.00209607420003076,0.28271038518003
"43",0.426106659013719,0.0136255510908306,0.535981051948292,-0.208087662579003,0.000125411335618456,0.000670562098721927,0.0785403383323786
"44",0.349959487108019,0.0117481599081239,0.390384313913917,-0.148252566607695,0.000112034770896337,0.00302902118233513,0.139638314493996
"45",0.404823593723765,0.014809929994108,0.671942382468874,-0.298686860114392,0.000415244622641387,0.000429470411289359,0.0375883695209202
"46",0.442873497548588,0.0188030059893923,0.840225973421656,-0.354590940052944,0.000220934677265828,0.000273788081528433,0.0398115089479
"47",0.503922626696924,0.0187105444077144,0.744437423560804,-0.262967821341961,4.11528803499851e-05,0.000230587879888801,0.0781568087000964
"48",0.410888332386122,0.0180460876173329,0.748213282153907,-0.314270202279781,0.000193088951827815,0.000556951451677968,0.0539105657442888
