"","V1","V2","V3","V4","V5","V6","V7"
"1",0.640326152839482,0.0075505344958445,0.544478914758365,0.114312091092413,0.00827273997636292,0.0167409068951347,0.49623049465466
"2",0.687810508962576,0.00539410925012052,0.641645446178103,0.0737923864828937,0.0451308404892799,0.00413816890241258,0.647964863576484
"3",0.678981374002301,0.00639517834728988,0.547636235851912,0.141534557649366,0.0195189737234911,0.0133362763617569,0.385805418586834
"4",0.780619636719628,0.00458275073238307,0.539403434978058,0.0616950926793438,0.0118660945254034,0.000446837640656368,0.565861292160083
"5",0.697527037265401,0.00534782362186193,0.656611099312512,0.0796197682823593,0.048461548515148,0.00364765937659433,0.624937561221329
"6",0.734984058317533,0.00519021402889976,0.636149270163031,0.0776135468101615,0.0316041498505437,0.00167301253125243,0.590800178994795
"7",0.710174637091022,0.00606606687329249,0.605116256989944,0.10191751326696,0.0187012664599553,0.00427075372358729,0.50614331470416
"8",0.683675005333211,0.005458750003879,0.554390322942246,0.0644166897552573,0.0215219294486756,0.00450279597018459,0.648075711748481
"9",0.655373718676306,0.00623801104382668,0.548665507518515,0.0442652114919137,0.0102917718844367,0.00540756516417423,0.756714447011099
"10",0.697531153693796,0.00602977821292842,0.542194511553173,0.0282536370449691,0.00486040970324034,0.00189113099042474,0.820411421329947
"11",0.685864850405114,0.00586858366771701,0.500165710123461,0.00756822601012954,0.00274935902327215,0.00163096335567454,0.946570844035801
"12",0.704821628132904,0.00425610945004905,0.594918642302008,0.0223839438334468,0.0528272309890535,0.00138386686742749,0.865374005390459
"13",0.656600310410547,0.00596624389772578,0.589599144586814,0.0971290804479521,0.0333302508290197,0.0100762520788198,0.56263473087814
"14",0.709107878373459,0.00502385246605531,0.554126706021115,0.0702544742978597,0.0260676047846652,0.00305768821776923,0.601687788929613
"15",0.708083922546224,0.0066465530683901,0.524933650985802,0.0881745429055074,0.00383993819283765,0.00442571374763285,0.509172849739492
"16",0.749362916785191,0.00530520666292826,0.596388549192964,0.0383259269811193,0.0107249386351589,0.000621238877042533,0.753943387823927
"17",0.710136510385371,0.00587541703201724,0.589615565113825,0.0962422033953814,0.0187839809963894,0.00409607618589891,0.517098949391685
"18",0.648183028174643,0.00593314790675341,0.626257743621772,0.130348088154238,0.0590769209595008,0.0149743947583586,0.492054219697531
"19",0.68337896005144,0.00628208090685748,0.564078925351426,0.100162694330475,0.0152668738090503,0.00732283391687543,0.51384942121481
"20",0.66950960530753,0.00667012591103741,0.449877393299598,0.0958816456240083,0.00312700639973534,0.0115351071608335,0.463721999725908
"21",0.735791150557407,0.00499879935877328,0.596440708645477,0.0349669150981956,0.0185516198176118,0.000834846083697013,0.781037639580791
"22",0.746107328601159,0.00652296894966369,0.53527430370964,0.0678642504502396,0.00163090414638543,0.00134352716070245,0.567493617231228
"23",0.734551081555312,0.00537453332742381,0.572830393907956,0.0773071483828227,0.0158418467910082,0.00191599446357239,0.558024064337531
"24",0.717428618986214,0.0045311044591069,0.646305700008344,0.0488346803954367,0.0605862026802194,0.0015634387183896,0.736962928211638
"25",0.6712052905497,0.005940852271494,0.676141670645778,0.0794759984238699,0.0442605549794015,0.00564365750689534,0.653817124961605
"26",0.635402830250772,0.00636083940810817,0.48883788177844,0.0396947042873539,0.00532034982088248,0.00742723661628897,0.765141796837177
"27",0.636709533894553,0.00606728624285628,0.490466616770671,0.0243919876689665,0.00585097085473673,0.00561069818074257,0.849205906127127
"28",0.664649550031661,0.00505780339646381,0.557055526486488,0.0163934900686085,0.0248977654457243,0.00287860524371678,0.902687678285368
"29",0.679608141114056,0.00584284985036209,0.515083920777906,0.0579279322567179,0.00922240957344934,0.00468805264311562,0.660246315588434
"30",0.664665333716876,0.00649363408909,0.558098091842283,0.0987035941121715,0.0149839680276593,0.0097326278215127,0.532324176883892
"31",0.752862715579304,0.0053717805804189,0.632545234847706,0.052246447084847,0.0154746562907472,0.000698950516356986,0.69049393536425
"32",0.749428117240613,0.00504723221037158,0.603756845288698,0.0163058605808486,0.0121735306719462,0.000390269516392983,0.890582144656481
"33",0.736115174241823,0.00603308419662326,0.621058496930905,0.0558167850893442,0.00901867808432182,0.00117094697019809,0.68062673791647
